File Name,Skills
17325147.pdf,"academic, arts, critical thinking, forms, international business, latin, meetings, mentor, mentoring, psychology, teaching, therapeuticinterventions, unique"
17694454.pdf,"administrative, arts, art, agency, basic, budgets, cashier, cash registers, clerical, color, contracts, credit, critical thinking, resolve customer"
17857644.pdf,"advertising, public relations, excellent multitasker, simultaneously, administrative assistant, contracts, fedex, indesign, invoice, invoices"
18106533.pdf,"msoffice powerpoint, publisher, word excel"
18319061.pdf,"communication, curriculum, literacy, lesson planning, critical thinking, documentation, email, microsoft outlook, microsoft office"
18586076.pdf,"counseling skills eclectic theoretical approach client centered therapy, gestalt therapy, dbt dialectical behavior therapy, cbt"
18885767.pdf,"academic, photo, photoshop, approach, arts, basic, brochures, canvas, carpentry, color, directing, english, equity, inspector, instruction"
19508520.pdf,as well as the ability to maintain emotional control under stress and to work with frequent interruptions
19671909.pdf,performance evaluations
19724031.pdf,"political communication, microsoft office, leadership, public speaking, management, customer service, fundraising, community outreach"
20148147.pdf,outgoing personality superior communication skills
20149476.pdf,multimedia instruction  years experience in art education
20356750.pdf,"jd edwards, business intelligence, argus, microsoft word, excel and powerpoint, onbase, sap, as"
20488267.pdf,"great a building a rapport with students, writing skills, creating small interest groups for students, great consultant for staff members"
20698469.pdf,personal information
21060367.pdf,"very skillful in teaching, coaching, motivating, training employees and students"
21809601.pdf,cash handling
21867728.pdf,advanced eloqua product knowledge and experience
22182279.pdf,core accomplishments
22593054.pdf,great people skills
22800977.pdf,fundraising
22848179.pdf,"adobe creative suite, microsoft office suite, google apps, facebook, twitter, instagram, pinterest, tumblr, google, youtube, blogger"
23139437.pdf,very friendly and patient especially for animals
23752500.pdf,"organized, dependable, patient, and creative"
23917826.pdf,"selfmotivated, able to learn on own initiative work well under pressure to meet deadlines"
24061629.pdf,core competencies
24349611.pdf,"virology, molecular biology, cell culture techniques, chemistry, data analysis, dna sequencing, scientific writing, molecular biology techniques"
24983760.pdf,accomplished public speaker  effectively collaborates with all levels of staff members fosters quality relationships with students  creates a fun
25157655.pdf,"sales center, ax, shoes, crm, sharepoint, catalog management, outlook, excel, power point, word, lockheed martin procure to pay"
25561640.pdf,"training, operations, instructor, simulation, liaison, training programs, case management, armor, instructional training, testing, associate"
25923361.pdf,"academic, arts, art, coaching, ca, content, csu, english, filemaker pro, focus, instruction, instructor, mac, materials, math, mathematics"
25926667.pdf,strong leadership
26069113.pdf,"d, alpha, animation, ai, c, clientserver, codebase, content, client, customer service, data collection, database, debugging, editor, features"
26079779.pdf,"academic, arts, budgets, budget, clerical, closing, contracts, council, credit, customer services, database, documentation, special events, filing, finance, financial, financial planning, grant applications, hiring, human resources, information technology, director, materials, meetings, excel"
26410763.pdf,"knowledge in c, java, ruby, matlab, linuxunix command line, latex, microsoft office package"
27024099.pdf,"customer service, people and goaloriented, proven ability to mentor and coach, verbal and written communications"
27096796.pdf,ballet
27164756.pdf,suicide risk assessments
27715131.pdf,vendor relations
27936502.pdf,"academic, accounting, apar, administrative, streamline, ap, ar, budgets, business development, ceridian, conferences, consultant, clients"
28325193.pdf,team building
28471099.pdf,"administrative, arts, art, basic, billing, billing system, change management, competitive, hardware, consulting, customer service, customer"
28629430.pdf,"adobe cs acrobat, indesign, illustrator  photoshop, dreamweaver"
28711616.pdf,working knowledge of wordpress and photoshop
29148871.pdf,student records management lesson planning
30594821.pdf,problem solver
31114531.pdf,sales software showare
31273413.pdf,"valid and current teaching certification in florida earthspace science, art k, elementary education k"
32318506.pdf,handed dentistry emergency treatments
32794700.pdf,"sales software salesforcecom, tapscan"
33344933.pdf,helping student learn how to apply their faith to critically engage the world
34146825.pdf,detailed oriented
34304175.pdf,adaptable
36019469.pdf,"academic, administrative, branding, budget management, coaching, communication skills, customer service skills, data analysis, database"
36379931.pdf,"active learner, creative problem solving, customer service, organizational skills"
36758947.pdf,"advertising, arts, auditing, basic, branding, business administration, c, cable, consultant, client, clients, customer relations, client liaison, direction"
37220856.pdf,"photoshop, set and design, peer counseling, customer service, html, microsoft word, retailsales, supervision, dramatic theater"
37472265.pdf,"academic, arts, budget, bi, coach, council, english, special events, fundraising, leadership, lesson plans, meetings, microsoft word, newsletter"
37751611.pdf,"ada, canvas, creative writing, creative writing, critical thinking, documentation, drafting, english, english, essays, fiction, focus, funds"
38115035.pdf,"ar, ask, billing, cash register, computer networking, cpt, client, clients, customer service, diagnosis, email, faxes, filing, forms, icd, icd"
39064638.pdf,"cpr, critical thinking, customer service, customer service skills, cycle counting, inventory, inventory management, leadership skills"
39470264.pdf,"budgets, logistics, basis, budget, contracts, drivers, invoices, maintenance, operations, payroll, satisfaction, translated, accounting"
39608848.pdf,operating systems windows  and below
41950126.pdf,excellent communication skills exceptional customer service
43622023.pdf,time management
46055835.pdf,achievements
50432401.pdf,calm under pressure
53227466.pdf,skills experience total years last used
54100393.pdf,educational leadership
54180474.pdf,"curriculum development, educational programs, english, fundraising, funds, government, grants, instruction, lesson plans, profit, promotional"
65325317.pdf,"liaison, security, training, budget, collections, credit, increase, marketing, video teleconferencing, cases, instructor, administrative support"
65352424.pdf,new hire onboarding time management
73030450.pdf,"eigrp, ospf, bgp, route redistribution, acls, policy based"
73497035.pdf,"project management, project coordination, administrative functions, content creation, employee relations, systems administration, internal audit, risk"
78107631.pdf,"academic, arts, enterprise, teaching"
79432080.pdf,filerecords maintenance
83206166.pdf,"advertising, arts, attention to detail, auditing, benefits, budget, coaching, contracts, copying, counseling, direct mail, fast, focus, food safety"
83338413.pdf,knowledge of telecom industry
93576192.pdf,"proficient in moodle, sphere  video creation and familiar with canvas, edmoto, and blackboard"
94230796.pdf,clientfocused work well independently with limited supervision
